X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-117.9251926,33.98967712,489,PlanManagement,RPPL2016000704,1939,Address,2016/01/27 00:00:00+00,2016/02/24 00:00:00+00,,Approved,TENANT IMPROVEMENT OF LEASED SUITE # 17466-17468 OF "LA PUENTE HILLS TOWN CENTER". TI WILL BE 2100 SQ. FT. AND WILL BE USED FOR A NON COOKING RESTAURANT. ,Permits & Reviews,Revised Exhibit "A",
-117.7933156,34.12206762,491,PlanManagement,RPPL2016000688,,Address,2016/01/27 00:00:00+00,2016/03/29 00:00:00+00,,Approved,"?	Approved for one (1) 19.29 sq. ft. remote illuminated LED letter wall sign with logo and one (1) 12.708 sq. ft. remote illuminated LED letter wall sign with logo for Domino＊s. ?	Also approved for a 16 sq. ft. remote illuminated LED letter logo.?	Also approved is the re-facing of a 24.5 sq. ft. double faced sign panel on a free- standing sign.?	Signage meets applicable Zoning requirements.?	Obtain approval from the Los Angeles County Building & Safety.  ",Permits & Reviews,Site Plan Review - Ministerial,
-117.9696359,34.03105069,493,PlanManagement,RPPL2016000482,,Address,2016/01/11 00:00:00+00,2017/06/05 00:00:00+00,,Approved,"Auto body and repair facility incorporating the following components:
-Proposed 5,184-square-foot, 1-story auto body shop
-Maintenance of existing 3,083-square-foot, 1-story auto repair shop
-800-square-foot addition to existing auto repair shop
-Maintenance of existing 948-square-foot auto repair office
-Display area for the sale of up to two cars at one time
-40 parking spaces to serve the auto body and repair facility
-Subject to the letter of approval from Public Works dated April 20, 2017",Permits & Reviews,Site Plan Review - Ministerial,
-118.5882057,34.3734311,494,PlanManagement,RPPL2016000454,,Address,2016/01/07 00:00:00+00,2016/01/07 00:00:00+00,,Approved,patio covers,Referrals & Letters,Zoning Conformance Review,
-117.9831236,34.05855145,496,PlanManagement,RPPL2016000465,,Address,2016/01/11 00:00:00+00,2016/02/23 00:00:00+00,,Approved,"?	Plans approved for a 161 sq. ft. addition to the existing one story single family residence.?	Existing use on the property is one single family residence.?	The new additions to the single family residence must maintain a minimum 20 feet front yard setback, 5 feet side yard setbacks, and 15 feet rear yard setback.  ?	The new residential additions shall have direct interior access to the existing single family residence.  The connections shall remain open from floor to ceiling.   ?	Maintain height as shown on the plans.  The single family residence cannot exceed a maximum height of 35 feet.?	Maintain a minimum 6ft. separation between assessor structures.?	The existing attached garage shall be conveniently accessible and permanently maintained exclusively for the parking of vehicles.?	No changes are proposed to the existing driveway or curbcut. ?	A minimum 10 feet paved driveway must be maintained for access to required parking.?	The maximum fence/wall height within the required front yard setback is 3 feet 6 inches, and within the side and rear yard setbacks is 6 feet.  ?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	No oak trees are shown on the plans.  No oak tree encroachment is proposed or authorized. ?	No grading is proposed or authorized.  ?	Changes to this approval require additional Department of Regional Planning (DRP) review and fees, and may be subject to the Green Building Program.  ?	The legality of existing structures has not been verified.  ?	Obtain building permits from the Department of Public Works, Building and Safety Division.	",Permits & Reviews,Site Plan Review - Ministerial,
-118.0736276,34.14073719,514,PlanManagement,RPPL2016000580,,Address,2016/01/20 00:00:00+00,2016/03/16 00:00:00+00,,Approved,"Minor PK deviation proposed 7 Pk spaces 1 handicapped Pk. Tenant Improvements to 862 sq ft Taco Bell, enclosing 71 sq ft, new ADA restrooms, remodel facade.See RPPL2016000580 for improvements to restaurant. SA: NorthSD: 5thZD & CSD East Pasadena San Gabriel  Zone & LU: Mixed UseElsa M. Rodriguez ",Permits & Reviews,Parking Deviation - Minor,
-117.9951857,33.99350201,516,PlanManagement,RPPL2016000644,,Address,2016/01/25 00:00:00+00,2022/08/09 00:00:00+00,,Approved,PROPOSED SFR W/ THREE CAR GARAGE AND 16 OAK TREE ENCROACHMENTS IN HMA,Permits & Reviews,Site Plan Review - Ministerial,
-117.9607017,34.05835978,520,PlanManagement,RPPL2016000554,,Address,2016/01/19 00:00:00+00,2016/02/29 00:00:00+00,,Recorded,CoC for AH senior 54 units in La Puente ,Permits & Reviews,Certificate of Compliance,
-117.960501,34.05824182,521,PlanManagement,RPPL2016000554,,Address,2016/01/19 00:00:00+00,2016/02/29 00:00:00+00,,Recorded,CoC for AH senior 54 units in La Puente ,Permits & Reviews,Certificate of Compliance,
-118.1433052,34.20101004,523,PlanManagement,RPPL2016000399,,Address,2016/01/04 00:00:00+00,2016/03/28 00:00:00+00,,Approved,"RPPL2016000399 3301 Bellaire Dr., Altadena              Altadena Community Standard District              APN# 5833-011-022?	Approved only for a 400 square feet garage. ?	Height approved for the garage is 13 feet.?	No grading has been proposed, reviewed and/or approved.?	The accuracy of the property line is the responsibility of the owner/applicant.?	Setbacks as shown on plans.?	Must maintain the 26 feet back-up, as shown on the plans (highlighted in green). This area must be paved.?	Maintain the distance between the proposed garage and the residence, as shown on plans (24 feet).?	Property must be maintained in compliance with the requirements of the Altadena CSD.50% of the front yard must be landscaped.Maximum floor area and lot coverage is 2,912.5 square feet.?	The proposed gross structural (floor) area is 1,552 square feet and the proposed lot coverage is 2,082 square feet.?	This approval does not authorize any oak tree encroachments or removals, or any work that will result in oak tree encroachments or removals. Any oak tree encroachments or approvals will require an oak tree permit.?	This approval does not legalize any structures to be modified without building permits. Must obtain building permits from the building and safety office. ?	Green building standards must be implemented to the satisfaction of DPW.?	Changes to this approval require additional DRP review and fees.?	Approval expires 03/28/2018DO NOT REMOVE",Referrals & Letters,Zoning Conformance Review,
-118.6341462,34.44691773,525,PlanManagement,RPPL2016000443,,Address,2016/01/07 00:00:00+00,2016/01/19 00:00:00+00,2018/01/19 00:00:00+00,Approved,Approved for flagpoleApproved for 41 square foot wall sign,Permits & Reviews,Site Plan Review - Ministerial,
-117.9143575,34.01667493,531,PlanManagement,RPPL2016000485,,Address,2016/01/12 00:00:00+00,2016/02/17 00:00:00+00,,Approved,"?	Plans approved for the  following:?	1). A 560 sq. ft two (2) bedroom, family room, bath room and laundry room addition to the existing one story single family residence.?	2). Legalize a 240 sq. ft. patio attached to the existing garage. ?	Existing use on the property is one single family residence.?	The new additions to the single family residence must maintain a minimum 20 feet front yard setback, 5 feet side yard setbacks, and 15 feet rear yard setback.  ?	The new residential additions shall have direct interior access to the existing single family residence.  The connections shall remain open from floor to ceiling.   ?	Maintain height as shown on the plans.  The single family residence cannot exceed a maximum height of 35 feet.?	The existing attached garage shall be conveniently accessible and permanently maintained exclusively for the parking of vehicles.?	No changes are proposed to the existing driveway or curbcut. Maintain a minimum 6ft separation between structures?	A minimum 10 feet paved driveway must be maintained for access to required parking.?	The maximum fence/wall height within the required front yard setback is 3 feet 6 inches, and within the side and rear yard setbacks is 6 feet.  ?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	No oak trees are shown on the plans.  No oak tree encroachment is proposed or authorized. ?	No grading is proposed or authorized.  ?	Changes to this approval require additional Department of Regional Planning (DRP) review and fees, and may be subject to the Green Building Program.  ?	The legality of existing structures has not been verified.  ?	Obtain building permits from the Department of Public Works, Building and Safety Division.",Permits & Reviews,Site Plan Review - Ministerial,
-117.8895682,33.98812183,532,PlanManagement,RPPL2016000467,,Address,2016/01/11 00:00:00+00,2016/02/23 00:00:00+00,,Approved,"?	Plot plan RPPL2016000467 is approved for a 47 sq. ft. wall sign for New Omni Bank.  The maximum size allowed is 50 sq. ft. for the building frontage.?	Proposed signage is consistent with the approved sign program (RPP 200602359) and the Rowland Heights CSD requirements. ?	Obtain permit from Building and Safety.",Permits & Reviews,Site Plan Review - Ministerial,
-117.8996546,34.00517417,534,PlanManagement,RPPL2016000724,,Address,2016/01/28 00:00:00+00,,,New,,Referrals & Letters,DMV Referral,
-117.8908623,33.98865977,535,PlanManagement,RPPL2016000535,,Address,2016/01/14 00:00:00+00,2016/11/14 00:00:00+00,,Approved,TI FOR CHANGE USE - Noodle Kitchen,Permits & Reviews,Site Plan Review - Ministerial,
-118.5576845,34.4623915,536,PlanManagement,RPPL2016000697,,Address,2016/01/27 00:00:00+00,2016/01/27 00:00:00+00,2018/01/27 00:00:00+00,Approved,Yogurt Shop - Golden Spoon,Referrals & Letters,Business License Referral,
-118.1316293,34.18837887,537,PlanManagement,RPPL2016000635,,Address,2016/01/25 00:00:00+00,2016/02/09 00:00:00+00,,Completed,a RESTAURANT IS AN ALLWOED USE IN THE C-2 ZONE. pp201500531 TENANTE IMPROVEMENT APPROVED THE RESTAURANT REMODLING TO SUITE H,Referrals & Letters,Business License Referral,
-118.0527549,33.92864437,539,PlanManagement,RPPL2016000395,,Address,2016/01/04 00:00:00+00,2016/03/07 00:00:00+00,2018/03/07 00:00:00+00,Approved,"?	Plot plan approved for the remodeling of the interior space; to legalize a 44 sq. ft. addition; to legalize a 88 sq. ft. addition; to legalize a 84 sq. ft. patio; to convert the existing garage into living space; for a new 400 sq. ft. attached carport to an existing single family residence with setbacks as shown on plans.  Maintain all setbacks and height as shown on plan.  ?	All new driveways/curbcuts/approaches must be approved by Los Angeles County Public Works prior to the issuance of building permits.?	Maintain direct interior access between the existing residence and the new addition as shown on the floor plan.?	Single-family residence shall have a roof constructed with wood-shake, shingle, asphalt composition, crushed rock or other similar roofing material in compliance with Title 26 (Building Code) of this code, except that reflective, glossy, polished and/or roll-type metal roofing is prohibited.?	Single-family residence shall have an exterior siding of brick, wood, stucco, metal, concrete or other similar material, except that reflective, glossy, polished and/or roll-type metal siding is prohibited.  ?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property line is the responsibility of the owner/applicant.?	Green building and low impact development requirements may be applicable to the satisfaction of the Department of Public Works.?	Changes to this approval require additional DRP review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required approvals from the Department of Public Works prior to installation, grading or construction.",Permits & Reviews,Site Plan Review - Ministerial,
-118.05306,33.92884898,540,PlanManagement,RPPL2016000395,,Address,2016/01/04 00:00:00+00,2016/03/07 00:00:00+00,2018/03/07 00:00:00+00,Approved,"?	Plot plan approved for the remodeling of the interior space; to legalize a 44 sq. ft. addition; to legalize a 88 sq. ft. addition; to legalize a 84 sq. ft. patio; to convert the existing garage into living space; for a new 400 sq. ft. attached carport to an existing single family residence with setbacks as shown on plans.  Maintain all setbacks and height as shown on plan.  ?	All new driveways/curbcuts/approaches must be approved by Los Angeles County Public Works prior to the issuance of building permits.?	Maintain direct interior access between the existing residence and the new addition as shown on the floor plan.?	Single-family residence shall have a roof constructed with wood-shake, shingle, asphalt composition, crushed rock or other similar roofing material in compliance with Title 26 (Building Code) of this code, except that reflective, glossy, polished and/or roll-type metal roofing is prohibited.?	Single-family residence shall have an exterior siding of brick, wood, stucco, metal, concrete or other similar material, except that reflective, glossy, polished and/or roll-type metal siding is prohibited.  ?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property line is the responsibility of the owner/applicant.?	Green building and low impact development requirements may be applicable to the satisfaction of the Department of Public Works.?	Changes to this approval require additional DRP review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required approvals from the Department of Public Works prior to installation, grading or construction.",Permits & Reviews,Site Plan Review - Ministerial,
-118.408892,34.25491155,543,PlanManagement,RPPL2016000442,,Address,2016/01/07 00:00:00+00,2016/01/13 00:00:00+00,,Approved,"PROJECT NO. RPPL 2016000442 12653 Osborne Street, Los AngelesAPN: 2536-017-906COUNTY PROJECTWhiteman Airport________________________________________?	This is a County project on a County-owned property within the City of Los Angeles.?	Pursuant to Title 7, Section 65402 of the California Government Code, the above referenced project approves the removal of 30 oak trees within the existing parking lot area. No buildings or structures are proposed along with this proposal. Dimensions and conditions as shown on the plans.?	No grading is proposed or authorized. ?	Lighting on the subject property shall be so arranged to prevent glare or direct illumination in any residential property.  ?	In no case shall a lighted sign or lighting device thereof be so placed or directed so as to permit the beams and illumination therefrom to be directed or beamed upon a public street, highway, sidewalk or adjacent premises so as to cause glare or reflection that may constitute a traffic hazard or nuisance.  ?	This is not a building permit.Approved: 1/13/2016Expires: 1/13/2018",Permits & Reviews,Site Plan Review - Ministerial,
-117.9973592,34.04700269,546,PlanManagement,RPPL2016000439,,Address,2016/01/07 00:00:00+00,2016/06/28 00:00:00+00,,Approved,Relocate existing garage to a new location and convert existing garage into a second unit.,Permits & Reviews,Site Plan Review - Ministerial,
-118.2329049,33.91185986,547,PlanManagement,RPPL2016000677,,Address,2016/01/26 00:00:00+00,2017/09/25 00:00:00+00,,Approved,New single family residence on a shallow lot,Permits & Reviews,Site Plan Review - Ministerial,
-118.6496321,34.05791813,548,PlanManagement,RPPL2016000444,,Address,2016/01/07 00:00:00+00,2016/02/08 00:00:00+00,2018/02/08 00:00:00+00,Approved,"Approved by Marie N. WaiteDate: 2/8/16EXPIRES: 2/8/18Permit No: RPPL2016000444Address: 2050 Rambla Pacifico St.APN: 4453-006-026Zone: R-C-20                                   CSD: NoneSanta Monica Mountains Coastal Zone: RL20 - Mountain Lands (1 du / 20 ac)This Plot Plan approves the following for the above referenced project:?	Re-roof and replace doors, windows, siding etc. to the east tower.?	Interior remodel and fixture upgrades to the east tower.Special Notes: ?	Height and setbacks approved as shown on plans. ?	No grading is proposed or approved.  ?	This approval does not allow any increase on impacts to H-1 or H-2 habitat areas. No expansion of the existing footprint. ?	This approval does not grant any impact on oak trees. All new construction must be out of the protected zone of all oak trees on the property. ?	No expansion of septic system is proposed or permitted in this approval. This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees, and may be subject to the Green Building Program. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.February 8, 20162050 RAMBLA PACIFICO LLC201 OCEAN AVE, STE 1104BSANTA MONICA, CA 90402REGARDING:     COASTAL DEVELOPMENT PERMIT EXEMPTION NO. RPPL2016000444	2050 RAMBLA PACIFICO ST., MALIBU (APN: 4453-006-026)The Department of Regional Planning has determined that the above-referenced project is exempt from the requirements of the Santa Monica Mountains Local Implementation Program (LIP). Pursuant to the LIP, the proposed project, the repair and maintenance of the existing home, qualifies for the following exemption: The proposed development is a repair or maintenance activity that does not result in an addition to or enlargement or expansion of the object of such activities pursuant to LIP Section 22.44.820 (A.3). The project has also been analyzed for consistency with the required provisions of Title 22.Please be advised that the proposed project described herein is exempt from the requirements of the LIP. If the proposed project changes, or the information used for this determination is found to be incorrect or incomplete, this exemption may become invalid, and any development occurring at that time must cease until a new exemption is issued or a coastal development permit is obtained. For questions or for additional information, please contact Marie Waite of the Field Offices Section at 818-880-3799, or by email at mwaite@planning.lacounty.gov. Our office hours are Monday through Thursday, 7:00 a.m. to 11:00 a.m. We are closed on Fridays.Sincerely,DEPARTMENT OF REGIONAL PLANNINGRichard J. BrucknerMarie N. WaiteSenior Regional Planning Assistant Field Offices SectionCc: DPW (Building and Safety- Calabasas/Malibu)replace windows, roofing, exterior siding on east tower. Interior remodel.",Permits & Reviews,CDP - SMMLCP - Exempt,
-118.0984966,34.17421883,551,PlanManagement,RPPL2016000562,,Address,2016/01/19 00:00:00+00,2016/01/21 00:00:00+00,,Completed,"DBA: Pasadena Arco NCR 201500002 renewal approved NCR 00-179Approved per RNCR-201500002.  Must comply with all conditions.  RNCR-201500002 expires July 7th, 2035.  Application for a new NCR must be submitted at least 6 months prior to expiration.",Referrals & Letters,Business License Referral,
-118.1984589,34.48200177,552,PlanManagement,RPPL2016000460,,Address,2016/01/08 00:00:00+00,2016/01/08 00:00:00+00,,Approved,"32845 Crown Valley Rd., Acton APN 3208-028-066             This approval expires: 1/8/18A-1-1 / RL1                             DETAILS OF APPROVAL                    RPPL 2016000460Approved: new in-ground pool and spa with decking as accessory to existing SFR. (Surrounding 5' wall is in compliance with Acton Community Standards (CSD), and per the CSD no existing native vegetation is being disturbed for this project). --Any landscaping must comply with Acton CSD and Fire Dept fuel mod. requirements.  --No oak trees are depicted on the plans and no encroachments or removals are authorized. No grading is depicted on the plans and none is authorized. --This project must comply with the Green Building ordinance to the satisfaction of the Department of Public Works. --Obtain any necessary permits from Public Works, Fire and other applicable County Departments. --Any outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9.NOTE: Acton CSD limits the maximum amount of impervious surface that may be placed on a property. For a parcel of this size, the maximum allowed is 42% of the lot area or 11,000 square feet, whichever is smaller. For this property the max. allowed is 11,000 sf. This project does not exceed the maximum, and  any future projects involving building permits will also need to be designed not to exceed the 11,000 sf maximum.",Referrals & Letters,Zoning Conformance Review,
-118.5676955,34.37761569,556,PlanManagement,RPPL2016000446,,Address,2016/01/07 00:00:00+00,2016/01/21 00:00:00+00,2018/01/21 00:00:00+00,Approved,Approved for 30 square foot wall sign for Adam's Armory,Permits & Reviews,Site Plan Review - Ministerial,
-117.9951732,33.99780007,558,PlanManagement,RPPL2016000727,,Address,2016/01/28 00:00:00+00,2016/02/11 00:00:00+00,,Approved,demo; remodel,Referrals & Letters,Zoning Conformance Review,
-117.9849206,34.03730557,569,PlanManagement,RPPL2016000668,,Address,2016/01/26 00:00:00+00,2016/02/08 00:00:00+00,,Completed,,Referrals & Letters,Rebuild Letter,
-118.1160232,34.18572896,570,PlanManagement,RPPL2016000636,,Address,2016/01/25 00:00:00+00,2016/05/26 00:00:00+00,,Approved,Add 740 sf to an existing sfr,Permits & Reviews,Site Plan Review - Ministerial,
-118.2443265,33.97432232,575,PlanManagement,RPPL2016000597,,Address,2016/01/20 00:00:00+00,,,Void,Convert full service carwash to express carwash.  Demolish (2) buildings.  Construct new building replace all yard paving and add landscapping.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1775356,34.05588999,578,PlanManagement,RPPL2016000537,,Address,2016/01/14 00:00:00+00,2016/01/20 00:00:00+00,,Completed,Approved per PP42529 for food establishment.  ,Referrals & Letters,Business License Referral,
-118.2128245,33.9688754,581,PlanManagement,RPPL2016000532,,Address,2016/01/14 00:00:00+00,2016/07/12 00:00:00+00,,Approved,Legalize 476 sq addition to house and addition to garage,Permits & Reviews,Site Plan Review - Ministerial,
-117.9809865,34.03494041,584,PlanManagement,RPPL2016000495,,Address,2016/01/12 00:00:00+00,2016/05/02 00:00:00+00,,Approved,TI FOR FOOD PROCCESS,Permits & Reviews,Site Plan Review - Ministerial,
-118.1157439,34.1817965,586,PlanManagement,RPPL2016000615,,Address,2016/01/21 00:00:00+00,2016/01/22 00:00:00+00,,Approved,"Plan Number:  RPPL2016000615	Approved by Chris La FargeApproval Date: 1/22/2016EXPIRES: 1/22/2018Address:  2085 Sinaloa Avenue, Altadena, CA, 91001	APN: 5847-025-008	Zone: R-1-7500	CSD: Altadena CSDAltadena Community Plan Land Use Policy: 	LD 每 Low Density Residential (1 to 6 du/gross ac)Fire Hazard Area:	NoRural Outdoor Lighting District	NoThis Zoning Conformance Review approves the following for the above referenced project:?	RPPL2016000615 approves the first floor addition of 170 square feet of habitable space which expands the kitchen and creates a new ? restroom.  It also approves the second floor conversion of 33 square feet of attic space into habitable space which expands the master bathroom and creates a new restroom on the second floor.?	RPPL2016000615 approves a new trellis in the rear which covers approximately 320 square feet.Special Notes:?	Yards/setbacks must be maintained as shown on plans.?	This is not a building permit.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works. ",Referrals & Letters,Zoning Conformance Review,
-117.9700658,34.57993922,587,PlanManagement,RPPL2016000703,,Address,2016/01/27 00:00:00+00,2016/02/03 00:00:00+00,,Approved,REPLACE ANTENNAS - WTF EQUIPMENT,Permits & Reviews,Revised Exhibit "A",
-118.2460082,33.97180057,588,PlanManagement,RPPL2016000393,,Address,2016/01/04 00:00:00+00,2016/01/11 00:00:00+00,,Approved,"760 sq ft Three car GarageRPPL20160003931551 EAST 76TH STREETFLORENCE-FIRESTONE CSDAPN: 6021-014-015?	Approved for the construction 750 sq ft three-car garage for an existing single family residence.?	Maintain height and yard setbacks as shown on the plans. ?	The three-car garage must be maintained for the parking of bikes and vehicles only.?	Maintain the required 26 ft vehicle back-up. ?	The property is located within the Florence-Firestone Community Standards District which requires:o	At least 50% of the required front yard area shall be landscaped.o	Any areas of the property that are publicly visible shall remain free of trash and other debris.  Storage of household appliances is prohibited in all yard areas.o	All publicly visible structures, walls and fences shall remain free of graffiti.  Graffiti must be removed within 72 hours if it occurs.o	Black or other similar dark colors shall not be used as the primary or base color for any wall or structure?	No oak tree encroachments or removals are proposed or authorized.  ?	No grading is proposed or approved. ?	Comply with Green Building requirements as per the Department of Public Works Building and Safety.?	Obtain all approvals and permits necessary from the County of Los Angeles, including but not limited to the Department of Public Works Building and Safety. These must be obtained prior to expiration of DRP＊s approval.?	Changes to this approval require additional DRP review and fees and may be subject to additional requirements.Approved: January 11, 2016Expires: January 11, 2018   DO NOT REMOVE",Referrals & Letters,Zoning Conformance Review,
-118.0043742,34.12769784,590,PlanManagement,RPPL2016000657,,Address,2016/01/26 00:00:00+00,2016/03/15 00:00:00+00,2018/03/15 00:00:00+00,Approved,"?	Plot plan approved for the remodeling of the interior space and a new 826 sq. ft. addition attached to an existing single family residence with setbacks as shown on plans.  Maintain all setbacks and height as shown on plan.  ?	Detached garage should be used for the storage of personal vehicles only.?	Maintain direct interior access between the existing residence and the new addition by demolishing the walls as shown on the floor plan. ?	Single-sided laundry sink is permitted within the laundry area.?	Single-family residence shall have a roof constructed with wood-shake, shingle, asphalt composition, crushed rock or other similar roofing material in compliance with Title 26 (Building Code) of this code, except that reflective, glossy, polished and/or roll-type metal roofing is prohibited.?	Single-family residence shall have an exterior siding of brick, wood, stucco, metal, concrete or other similar material, except that reflective, glossy, polished and/or roll-type metal siding is prohibited.  ?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property line is the responsibility of the owner/applicant.?	Green building and low impact development requirements may be applicable to the satisfaction of the Department of Public Works.?	Changes to this approval require additional DRP review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required approvals from the Department of Public Works prior to installation, grading or construction.",Referrals & Letters,Zoning Conformance Review,
-118.0254426,34.10057142,592,PlanManagement,RPPL2016000450,,Address,2016/01/07 00:00:00+00,2016/01/13 00:00:00+00,,Completed,"Jug & Jigger liq store RBUS ref. Zone change from C-3 to R-3 due to Gen Plan update 2015. Applicant has 5 year amortization period non conforming section 22.56.1540(B)(e)  After 1/1/2020 liq cannot operate despite any ABC lic. Potential NCR. Consistent per previous approvals, 1964 buildiing permit and only until 1/1/2020 with valid ABC lic. Approved only for prepackaged foods, no seating, no food preparation, no drive-thru, no take out. No expansion or new signage without DRP approvals. A valid ABC Lic must be maintained  ",Referrals & Letters,Business License Referral,
-118.184762,34.0227015,596,PlanManagement,RPPL2016000505,,Address,2016/01/13 00:00:00+00,2016/02/23 00:00:00+00,,Approved,"INTERIOR REMODELING OF REAR UNIT AND NEW ENTRYWAY OF FRONT UNIT.!DO NOT REMOVE!RPPL 2016000505 944-946 S Gage Avenue, East Los Angeles, 90023 (APN 5239-014-013)?	Site Plan approved for the following: Front Dwelling Unit 每 provide internal access between existing Master Bedroom and Bedroom No. 2. Rear Dwelling Unit - to allow new first-floor front entryway and interior remodeling of the existing second-floor as depicted on the Plans. ?	The subject property is located in the East Los Angeles Community Standards District (※East LA CSD§).?	The total number of dwelling units existing on the subject property is two (2).?	The interior of front dwelling unit shall consist of three bedrooms, two bathrooms, one living room, one dining room and one kitchen.?	The interior of rear dwelling unit shall consist of First-Floor - two bedrooms, one bathroom, one living room, one dining room and one kitchen. Second-Floor shall consist of two bedrooms, bathroom, bonus room and wet bar area with half-sink only (no cooking facilities allowed).?	Each existing dwelling unit shall contain only one kitchen.?	The wet bar area is not permitted to have any cooking facilities and only a half-sink is permitted. ?	The existing rear dwelling unit shall maintain direct interior access between all rooms and floors as shown on the floor plan. Shall be required to meet all Building & Safety requirements.?	Single-family residence shall have a roof constructed with wood-shake, shingle, asphalt composition, crushed rock or other similar roofing material in compliance with Title 26 (Building Code) of this code, except that reflective, glossy, polished and/or roll-type metal roofing is prohibited.?	Single-family residence shall have an exterior siding of brick, wood, stucco, metal, concrete or other similar material, except that reflective, glossy, polished and/or roll-type metal siding is prohibited.?	The existing four-car garage shall be conveniently accessible and permanently maintained exclusively for the parking of vehicles. Each parking space shall be a minimum 8.5 feet in width by 18 feet in length, and must have at least 26 feet vehicular backup space.?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property lines is the responsibility of the owner/applicant.?	At least 50-percent of the front yard must be landscaped in accordance with the East LA CSD. ?	This project is exempt from the Drought Tolerant Landscaping requirements since there is an existing single-family residence on the subject property. ?	This project shall comply with all requirements of the Green Building and Low-Impact Development (LID) ordinance to the satisfaction of the Los Angeles County Department of Public Works (※Public Works§). ?	Changes to this approval require additional Los Angeles County Department of Regional Planning review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required permits and approvals from Public Works prior to installation or construction.EXPIRES: 02/23/18                                                                 !DO NOT REMOVE!",Referrals & Letters,Zoning Conformance Review,
-118.1847595,34.02265784,597,PlanManagement,RPPL2016000505,,Address,2016/01/13 00:00:00+00,2016/02/23 00:00:00+00,,Approved,"INTERIOR REMODELING OF REAR UNIT AND NEW ENTRYWAY OF FRONT UNIT.!DO NOT REMOVE!RPPL 2016000505 944-946 S Gage Avenue, East Los Angeles, 90023 (APN 5239-014-013)?	Site Plan approved for the following: Front Dwelling Unit 每 provide internal access between existing Master Bedroom and Bedroom No. 2. Rear Dwelling Unit - to allow new first-floor front entryway and interior remodeling of the existing second-floor as depicted on the Plans. ?	The subject property is located in the East Los Angeles Community Standards District (※East LA CSD§).?	The total number of dwelling units existing on the subject property is two (2).?	The interior of front dwelling unit shall consist of three bedrooms, two bathrooms, one living room, one dining room and one kitchen.?	The interior of rear dwelling unit shall consist of First-Floor - two bedrooms, one bathroom, one living room, one dining room and one kitchen. Second-Floor shall consist of two bedrooms, bathroom, bonus room and wet bar area with half-sink only (no cooking facilities allowed).?	Each existing dwelling unit shall contain only one kitchen.?	The wet bar area is not permitted to have any cooking facilities and only a half-sink is permitted. ?	The existing rear dwelling unit shall maintain direct interior access between all rooms and floors as shown on the floor plan. Shall be required to meet all Building & Safety requirements.?	Single-family residence shall have a roof constructed with wood-shake, shingle, asphalt composition, crushed rock or other similar roofing material in compliance with Title 26 (Building Code) of this code, except that reflective, glossy, polished and/or roll-type metal roofing is prohibited.?	Single-family residence shall have an exterior siding of brick, wood, stucco, metal, concrete or other similar material, except that reflective, glossy, polished and/or roll-type metal siding is prohibited.?	The existing four-car garage shall be conveniently accessible and permanently maintained exclusively for the parking of vehicles. Each parking space shall be a minimum 8.5 feet in width by 18 feet in length, and must have at least 26 feet vehicular backup space.?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property lines is the responsibility of the owner/applicant.?	At least 50-percent of the front yard must be landscaped in accordance with the East LA CSD. ?	This project is exempt from the Drought Tolerant Landscaping requirements since there is an existing single-family residence on the subject property. ?	This project shall comply with all requirements of the Green Building and Low-Impact Development (LID) ordinance to the satisfaction of the Los Angeles County Department of Public Works (※Public Works§). ?	Changes to this approval require additional Los Angeles County Department of Regional Planning review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required permits and approvals from Public Works prior to installation or construction.EXPIRES: 02/23/18                                                                 !DO NOT REMOVE!",Referrals & Letters,Zoning Conformance Review,
